Названия строк	Количество по полю Обобщенный	Среднее по полю ГлубинаН	Среднее по полю ГлубинаО
(TOP (S (PP (IN )(NP (NN )))(, )(VP (VBZ )(NP (NP (DT )(JJ )(JJ )(NN ))(PP (IN )(NP (NP (NN )(NN )(NNS ))(PP (IN )(NP (JJ )(JJ )(NNS )))))))(. )))	9	9	4,333333333
(TOP (S (PP (IN )(NP (NN )))(, )(VP (VBZ )(PP (IN )(S (VP (VBG )(CC )(VP (VBG )(NP (NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))))))))(. )))	10	12	5,6
(TOP (S (PP (IN )(NP (NNP )(. )(CD )))(NP (PRP ))(VP (VBP )(NP (DT )(JJ )(NN )(NN )))(. )))	5	5	2,2
(TOP (S (PP (IN )(NP (NNP )(CD )(NNP )(NN )))(, )(NP (PRP ))(VP (VBD )(NP (NP (JJ )(NNP )(NNP )(NNP ))(, )(NP (NP (DT )(JJ )(JJ )(JJ )(NN ))(PP (IN )(NP (NP (NN )(NN ))(SBAR (WHADVP (WRB ))(S (NP (JJ )(NNS ))(VP (VBP )(S (NP (NP (NN )(CD ))(CC )(NP (JJ )(NNS )))(VP (VBP )(NP (NN )(CD ))))))))))))(. )))	8	14	2,625
(TOP (S (PP (IN )(NP (NNP )(CD )))(NP (PRP ))(VP (MD )(VP (VB )(SBAR (WHADVP (WRB ))(S (VP (TO )(VP (VB )(NP (DT )(JJ )(NNS ))(PP (IN )(NP (NP (NN )(CD )(NNP )(NNP ))(PP (IN )(NP (NN )(NN )))))(ADVP (RB ))(VP (VB )(SBAR (IN )(S (SBAR (WHADVP (WRB ))(S (NP (DT )(NN ))(VP (VBZ )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )(NN )))))))(, )(NP (EX ))(VP (MD )(VP (VB )(NP (NP (DT )(NN ))(VP (VBG )(NP (DT )(NN )))))))))))))))(. )))	12	18	3,333333333
(TOP (S (PP (IN )(NP (NNP )(NN )(NNS )))(, )(NP (PRP ))(VP (VP (VBP )(NP (NP (NN )(NNS ))(, )(NP (NNS ))))(, )(CC )(ADVP (RB ))(VP (VB )(NP (NP (NNS ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (DT )(JJ )(NN ))))))))(. )))	4	10	2,75
(TOP (S (PP (IN )(NP (NNP )))(, )(NP (PRP ))(VP (MD )(VP (VP (VB )(NP (NP (NP (JJ )(NNS ))(SBAR (WHNP (WDT ))(S (VP (MD )(VP (VB )(VP (VBN )(PP (TO )(NP (DT )(NN )))))))))(, )(NP (NP (NN ))(SBAR (S (VP (TO )(VP (VB )(NP (DT )(NNP )(NN )))))))))(, )(CC )(VP (VB )(NP (DT )(NN ))(PP (TO )(NP (DT )(NNP ))))))))	15	15	3,733333333
(TOP (S (PP (IN )(NP (NNP )))(, )(NP (PRP ))(VP (VP (VBP )(NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NNS ))))(S (VP (TO )(VP (VB )(NP (PRP$ )(NNS ))))))(, )(VP (VBP )(NP (JJ )(NNS ))(PP (TO )(NP (NNP ))))(, )(CC )(VP (VB )(S (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )(NNS ))))(VP (VBP )(S (NP (NP (NNP ))(PP (IN )(NP (NNP )))(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP ))))))))(VP (VBP )(NP (NP (DT )(NN )(NN ))(VP (VBN )(PP (IN )(NP (NNP )(NN )(NN )))))))))))(. )))	23	15	3,608695652
(TOP (S (PP (IN )(NP (NNP )))(, )(NP (PRP ))(VP (VP (VBP )(NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NNS ))))(S (VP (TO )(VP (VB )(NP (PRP$ )(NNS ))))))(CC )(VP (VB )(NP (NP (JJ )(NNS ))(PP (TO )(NP (NNP ))))))))	10	9	3,8
(TOP (S (PP (IN )(NP (NP (ADJP (RBR )(JJ ))(NNS ))(, )(PP (JJ )(IN )(NP (NNS )))))(, )(NP (NP (NP (ADJP (RBR )(JJ ))(NN ))(SBAR (S (NP (NN )(NNS ))(VP (VBP )(VP (VBN ))))))(, )(PP (JJ )(IN )(NP (DT )(JJ )(NNS ))))(VP (VBP )(NP (NP (DT )(NN )(NN ))(VP (VBN )(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (JJR ))(PP (IN )(NP (NP (JJ )(NN ))(PP (IN )(NP (NN ))))))))))))(. )))	13	14	2,923076923
(TOP (S (PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(JJ )(NNS )))))(. )(NP (NP (NN )(NN )(NN ))(SBAR (S (NP (PRP ))(VP (VBD )(NP (NP (NNP )(CD ))(, )(NP (CD ))(, )(NP (NP (CD ))(PP (IN )(NP (NP (NP (JJ )(NNS ))(, )(NP (JJ )(NNS ))(CC )(NP (CD )(NNS )))(ADVP (RB ))))))))))(. )))	8	13	3,25
(TOP (S (PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )))))(ADVP (RB ))(VP (VBZ )(SBAR (WHADVP (WRB ))(S (NP (NNS ))(VP (VBP )(NP (NP (ADJP (RBR )(JJ )(, )(JJ ))(NN ))(PP (IN )(NP (JJ )(NN )(NNS ))))))))(. )))	7	10	2,857142857
(TOP (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NN )))))(, )(NP (NN )(NN ))(VP (VBZ )(PP (IN )(S (VP (VBG )(PP (IN )(NP (NP (JJ )(JJ )(NNS ))(PP (IN )(NP (DT )(NNS )))))))))(. )))	14	11	3,857142857
(TOP (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN )))))(, )(NP (PRP ))(VP (VBD )(NP (NNP )(SYM )(CD )))))	8	7	2,75
(TOP (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )(NNS )))))(: )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (DT )(NN )(NN )))))))(, )(VP (VBP )(NP (RBR )(JJ )(NNS ))(PP (IN )(NP (NP (NP (DT )(NNS ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NP (DT )(VBN )(NN ))(PP (IN )(NP (NNS ))))))))(. )))	9	10	2,666666667
(TOP (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS )))))(, )(NP (DT )(NN ))(VP (VBZ )(NP (NP (NP (NP (PDT )(DT )(JJ )(JJ )(NNS ))(PP (IN )(NP (NN )(NNS ))))(PP (IN )(NP (DT )(NNS ))))(PP (IN )(NP (DT )(NNS ))))(SBAR (IN )(IN )(S (NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(VP (VBZ )(VP (VBN ))))))(. )))	12	9	3,333333333
(TOP (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS )))))(, )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NNS ))))(VP (VBZ )(NP (NP (DT )(NN ))(: )(S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NNS ))))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (DT )(NN )(NN ))(CC )(NP (DT )(NN )(NN )))))))))(. )))	15	11	3,266666667
(TOP (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS )))))(, )(VP (VP (VB )(NP (DT )(NN )))(, )(CC )(VP (VB )(NP (DT )(NN ))(PP (IN )(NP (DT )(NN )))))(. )))	8	7	3,375
(TOP (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (JJ )(NN ))(CC )(NP (NP (NN )(NNS ))(PP (IN )(NP (NP (DT )(NNS ))(ADJP (JJ )(PP (IN )(NP (JJS )(JJ )(NNS )))))))))))))(, )(NP (DT )(NN ))(VP (VBZ )(VP (VBN )(S (VP (TO )(VP (VB )(PP (IN )(NP (NP (NNS ))(, )(NP (NNS ))(, )(NP (NNS ))(, )(CC )(NP (JJ )(NNS )))))))))(. )))	23	15	5,260869565
(TOP (S (PP (IN )(NP (NP (DT )(NN ))(VP (VBN )(NP (NN ))(PP (IN )(NP (DT )(NNP )(NNP )(NNP ))))))(S (VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NN ))))(PP (IN )(S (VP (VBG )(NP (NNP )))))))(CC )(S (ADVP (RB ))(NP (NNP ))(VP (VBZ )(ADJP (ADJP (JJR ))(PP (IN )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(CD )))))))(, )(PP (IN )(NP (DT )(JJ )(CC )(JJ )(NNS )))))(. )))	15	11	3,2
(TOP (S (PP (IN )(NP (NP (DT ))(PP (IN )(NP (DT )(NNS )))))(NP (PRP ))(VP (VBP )(SBAR (IN )(S (NP (PRP ))(VP (MD )(VP (VB )(VP (VBN )(PP (IN )(NP (NP (JJR )(JJ )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NN )))))))))))))))(. )))	2	17	2,5
(TOP (S (PP (IN )(NP (NP (JJ )(VBN )(NN ))(VP (VBG )(NP (NN )(NNS )))))(, )(NP (PRP ))(VP (VBD )(NP (NP (DT )(NN )(NNS ))(PP (IN )(NP (VBN )(NN )))))(. )))	11	7	3
(TOP (S (PP (IN )(NP (NP (NN ))(PP (IN )(NP (JJ )(NNS )))))(, )(NP (PRP ))(VP (VBP )(ADVP (RB ))(, )(NP (NP (NN ))(, )(CC )(NP (NP (NP (JJ )(NNS ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (NNS )(CC )(NNS ))))))(. )))	3	9	1,666666667
(TOP (S (PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (DT )))))))(, )(NP (PRP ))(VP (VBP )(NP (DT )(NN )(PP (IN )(NP (NNS ))))(SBAR (IN )(IN )(S (NP (PRP ))(VP (VBP )(ADJP (JJ )(PP (IN )(SBAR (WHADVP (WRB ))(S (NP (NP (NN )(NN ))(VP (VBN )))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NNS )))))))))))))(. )))	6	15	3,5
(TOP (S (PP (IN )(NP (NP (NNP )(NNP ))(CC )(NP (NNP )(NNP ))))(, )(NP (NP (NP (NNS ))(, )(NP (NNP )(NNP )))(, )(NP (NN )(CD )))(, )(VP (VBZ )(NP (CD )))(. )))	1	6	1
(TOP (S (PP (IN )(NP (NP (NNS )(CC )(NN )(NN ))(PP (IN )(NP (NN )))))(, )(NP (PRP ))(VP (VBP )(NP (PRP ))(CC )(VP (VB )(NP (DT )(NNS ))(PP (IN )(NP (NNP )(JJ )))))(. )))	6	7	3,666666667
(TOP (S (PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (DT )(JJ )(NNS ))(PP (IN )(NP (DT )(NN )))))))))(, )(SBAR (IN )(S (NP (PRP ))(VP (VBP )(S (NP (DT )(JJ )(NN )(NN ))(VP (VBN )(PP (TO )(NP (NNP )(NN )))(, )(SBAR (RB )(S (NP (PRP ))(VP (VBP )(NP (NP (NP (DT )(VBN ))(ADJP (RB )(JJ ))(NN ))(PP (IN )(NP (NNS ))))))))))))(, )(NP (PRP ))(VP (VBZ )(ADJP (JJ )))(. )))	10	14	2,6
(TOP (S (PP (IN )(NP (NP (NP (DT )(NN )(NN ))(PP (IN )(NP (CD )(NN )(NNS ))))(PP (IN )(NP (DT )(NP (NN ))(CC )(NP (JJ )(NN ))))))(, )(NP (PRP ))(VP (VBP )(NP (-LRB- )(-LRB- )(NP (NP (NP (SYM ))(-LRB- ))(-LRB- )(NP (NP (CD )(NN ))(PRN (-LRB- )(PP (S (S (S (NP (PRP ))(VP (VBP )(NP (DT ))))(, )(NP (PRP ))(VP (VBP )(SBAR (IN )(S (NP (DT )(NN )(NN ))(VP (MD )(VP (VB )(VP (VBN )(PP (IN )(NP (DT )(JJ )(NN ))))))))))(, )(CC )(S (NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(VP (VBZ )(ADJP (JJ )(RB )))))))))))(. )))	22	19	3,5
(TOP (S (PP (IN )(NP (NP (NP (DT )(NNS ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (NP (DT )(NN )(NN ))(SBAR (WHNP (WP$ )(NNS ))(S (VP (VBP )(NP (NP (NP (DT )(NNS ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (DT )(NN )(CD )))))))))))(-RRB- )))	5	14	2,2
(TOP (S (PP (IN )(NP (PRP$ )(NN )))(, )(NP (DT )(NN )(NN ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NN )(CC )(NN ))))(, )(SBAR (IN )(S (NP (DT )(NN ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN ))))))))))(. )))	8	12	2,75
(TOP (S (PP (IN )(NP (PRP$ )(NN )))(, )(NP (PRP ))(VP (VBP )(NP (NNS )(NNS ))(S (VP (TO )(VP (VB )(NP (NN )(CC )(JJ )(NNS ))(, )(PP (IN )(NP (NP (JJ )(NNS ))(VP (VBG )(PP (TO )(NP (NP (NP (DT )(JJ )(NN ))(, )(NP (DT )(JJ )(NN )(NN )))(, )(CONJP (RB )(RB )(IN ))(NP (NP (DT )(NN )(JJ )(NN ))(SBAR (S (VP (TO )(VP (VB )(NP (DT )(NN ))))))))))))))))(. )))	19	18	5,473684211
(TOP (S (PP (IN )(NP (PRP$ )(NN )))(, )(NP (PRP ))(VP (VBP )(NP (NP (DT )(JJ )(JJ )(NNS ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (JJ )(NN ))(PP (IN )(NP (NP (JJ )(NN ))(, )(CC )(NP (NP (JJ )(JJ )(NNS ))(PP (IN )(NP (JJ )(NNS ))))))))))))(. )))	12	14	3,5
(TOP (S (PP (IN )(NP (PRP$ )(NN )))(NP (PRP ))(VP (VP (VBD )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (NP (JJ )(NN )(, )(JJ )(NN ))(, )(NP (PRP$ )(NN )))))(, )(CC )(ADVP (RB ))(ADVP (RB ))(VP (VB )(PP (IN )(NP (NN )))(S (VP (TO )(VP (VB )(NP (NN )))))))(. )))	9	9	3,111111111
(TOP (S (PP (IN )(PP (TO )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN ))))))))(, )(NP (EX ))(VP (VBZ )(NP (DT )(ADJP (RB )(JJ ))(NN )))(. )))	4	10	3,5
(TOP (S (PP (IN )(S (VP (VBG )(NP (DT )(JJ )(JJ )(NN ))(PP (IN )(NP (DT )(NNS ))))))(NP (PRP ))(VP (VBD )(NP (NP (NNS ))(PP (VBG )(PP (TO )(NP (NP (DT )(NN ))(, )(VP (VBN )(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (JJ )(NN ))(CC )(NP (PRP$ )(JJ )(NNS ))))))))))))(. )))	9	14	3,222222222
(TOP (S (PP (IN )(S (VP (VBG )(NP (DT )(JJ )(NNS ))(PP (IN )(NP (DT )(NNS ))))))(NP (PRP ))(VP (VP (VBP )(PP (IN )(NP (DT )(NNS ))))(CC )(VP (VBP )(NP (PRP ))(PP (JJ )(PP (TO )(NP (NNS )(NN ))))))(. )))	14	8	3,285714286
(TOP (S (PP (IN )(S (VP (VBG )(NP (JJ )(JJ )(NN )))))(, )(NP (NNP ))(VP (MD )(VP (VB )(VP (VBN )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )(NN )(NN ))))))))(. )))	4	10	3,5
(TOP (S (PP (IN )(S (VP (VBG )(VP (VBN )(NP (JJ )(NNS ))(PP (IN )(NP (NN )(CC )(NN )(NNS )))))))(, )(NP (JJ )(NN )(NN )(NN ))(VP (VBD )(NP (PRP$ )(NN ))(PP (TO )(NP (NP (ADJP (RBR )(JJ ))(NN )(NNS ))(SBAR (WHNP (WDT ))(S (VP (MD )(VP (VB )(VP (VBN )(PP (IN )(S (ADVP (RB ))(VP (VBG )(NP (VBN )(NNS ))(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NNS ))))))))))))))))(. )))	19	18	4,421052632
(TOP (S (PP (RB )(IN )(NP (JJ )(JJ )(NNS )))(, )(NP (DT )(NN )(NN ))(VP (VBZ )(NP (NP (DT )(JJ )(NN ))(SBAR (WHNP (WDT ))(S (VP (MD )(VP (VB )(ADVP (RB ))(VP (VBN )(PP (IN )(NP (NP (DT )(JJ )(NN ))(VP (VBN )(PP (IN )(NP (CD )(NNS )))))))))))))(. )))	30	15	5
(TOP (S (PP (RB )(IN )(S (VP (VBG )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NNS )))))))(, )(NP (PRP ))(VP (VBP )(NP (NP (NNS ))(PP (IN )(NP (NP (NNS )(CC )(NNS ))(, )(SBAR (WHNP (WDT ))(S (VP (VBZ )(PP (PP (TO )(NP (JJ )(NNS )))(, )(CC )(PP (TO )(NP (NP (NNS ))(VP (VBN )(PP (VBG )(PP (TO )(NP (NP (NN )(NNS ))(PP (IN )(NP (DT )(NN )))))))))))))))))(. )))	19	19	3,842105263
(TOP (S (PP (RB )(IN )(S (VP (VBG )(NP (NP (JJ )(NN ))(PP (IN )(NP (JJ )(NNS )))))))(, )(NP (PRP ))(VP (MD )(ADVP (RB ))(VP (VB )(NP (NP (NN )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))))))(. )))	7	10	4,142857143
(TOP (S (PP (TO )(NP (NN )(NN )))(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NN )(NN ))(-LRB- )(-LRB- )(NP (NP (SYM ))(-LRB- )(-LRB- )(NP (NP (CD )(NN ))(-LRB- )(NP (NNP )))))))(. )))	5	9	3
(TOP (S (PP (TO )(NP (NN )))(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NN )(NN ))(NP (CD )(NNS ))(NP (CD )(NNS )))))(VP (VBP )(NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD ))(JJ )(QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(SBAR (S (NP (CD )(NNS ))(VP (VBP )(NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD ))(JJ )(QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(SBAR (S (NP (CD )(NNS ))(VP (VBP )(NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD ))(JJ )(QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD )))))))))))))))))))))))	7	23	2,142857143
(TOP (S (PP (TO )(NP (NN )))(PP (NP (NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NN )(NN ))(NP (CD )(NN )(NNS )))))(NP (NP (NP (CD )(NN ))(NP (NP (QP (CD ))(QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(NP (NP (QP (CD ))(QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )))(JJ )(ADJP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )))(JJ )(NN )(NNS ))))))(NP (NP (CD )(NN ))(QP (CD ))(SBAR (S (NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(VP (VBP )(NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(NP (QP (CD ))(ADJP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )))(JJ )(QP (CD )(CD )(CD )(CD )(CD )))(PP (IN )(NP (CD )(CD )(NN )(CD )(NN )))(S (NP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD )(NNS ))(VP (VBP )(NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (NP (QP (CD )(CD )(CD )(CD )(CD )(CD )(CD )))(JJ )(QP (CD )(CD )(CD )))))))))))))))	7	16	2,285714286
(TOP (S (PP (VBN )(NP (CD )(JJ )(NNS )))(, )(NP (PRP ))(VP (VBZ )(NP (DT )(ADJP (RBR )(JJ ))(NN )(SBAR (WHNP (WDT ))(S (VP (VBZ )(NP (DT )))))))(. )))	6	9	2,5
(TOP (S (PP (VBN )(NP (NP (CD )(CC )(JJR )(NN ))(PP (IN )(NP (NN )(VBG )(CC )(NN )(NN )))))(, )(NP (DT )(NN ))(VP (VP (VBZ )(NP (NP (DT )(NNP )(NNP ))(CC )(NP (NNP )(NNP )(NNP )(NN )(NN ))))(CC )(VP (VBZ )(NP (NP (DT )(NNS ))(PP (IN )(NP (NN ))))))(. )))	11	8	3
(TOP (S (PP (VBN )(PP (IN )(NP (DT ))))(, )(PP (IN )(NP (DT )(NN )))(NP (PRP ))(VP (VBP )(NP (NP (NN ))(PP (IN )(NP (NP (NNP ))(SBAR (WHNP (WDT ))(S (VP (VBZ )(VP (VBN )(PP (IN )(NP (NP (NP (NN ))(PP (IN )(NP (JJ )(JJ )(NNS ))))(PP (PP (IN )(NP (CD )(NN )))(CC )(PP (IN )(NP (NP (NP (NN ))(PP (IN )(NP (NN )(NNS ))))(PP (IN )(NP (DT )(JJ )(NN ))))))))))))))))(. )))	8	19	2,5
(TOP (S (S (ADJP (JJ )(PP (TO )(NP (NP (JJ )(JJ )(NN )(NNS ))(CC )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NN )(NNS ))))))))(, )(NP (PRP ))(VP (VBZ )(ADJP (JJ ))(S (VP (TO )(VP (VB )(NP (DT )(NNP )(NNP ))(ADVP (RB ))(S (VP (TO )(VP (VB )(NP (DT )(JJ )(NNS ))(PP (IN )(NP (DT )(NN )(NN ))))))))))(. )))	18	12	3,944444444
(TOP (S (S (ADVP (RB ))(, )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(VP (VBZ )(VP (VBN )(ADVP (RB )))))(: )(S (NP (NN )(NNS ))(VP (MD )(VP (VB )(NP (NP (JJ )(NNS ))(PP (IN )(NP (JJ )(NNS )))))))(. )))	7	9	3,285714286
(TOP (S (S (ADVP (RB ))(, )(NP (PRP ))(VP (MD )(VP (VB )(PP (TO )(NP (DT )(NN )(NN )(NN )))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (JJ )(NNS )))(SBAR (WHNP (WP ))(S (VP (VBP )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN )(NN ))))))))))))))(, )(NP (PRP ))(VP (VBD )(NP (DT )(JJ )(NN ))(S (VP (TO )(VP (VP (VB )(NP (DT )(NNP )(NNS )))(CC )(VP (VB )(NP (DT )(ADJP (RBS )(JJ ))(NN )(NN ))(NP (NP (JJ ))(PP (IN )(NP (NNS )))))))))(. )))	26	16	4,384615385
(TOP (S (S (ADVP (RB ))(, )(PP (IN )(NP (JJ )(NN )))(VP (VBZ )(SBAR (WHADVP (WRB ))(S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (PP (IN )(NP (JJ )(NN )))(PP (TO )(NP (JJ )(NN )))))))))(VP (VBZ )(RB )(ADJP (JJ )))))))(, )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (NN ))(PP (TO )(NP (DT )(NN )(NN ))))))))(VP (VBZ )(VP (VBN )))(. )))	18	15	3,666666667
(TOP (S (S (ADVP (RB ))(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (CD )(NNS ))(PP (IN )(NP (NN ))))))))(VP (VBZ )(ADJP (JJ )(PP (TO )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )(NNS )))(NP (NNS )))))))(, )(S (NP (NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (JJ )(NNS ))(, )(VP (VBG )(NP (NP (DT )(JJ )(NN ))(CC )(NP (PRP$ )(NNS )))))))))(, )(VP (VBZ )(VP (VBN )(ADVP (RB )(RB )))))(. )))	18	12	3,944444444
